passingAttempts,passingBigPlays,passingFirstDowns,passingFumbles,passingFumblesLost,passingTouchdownPct,passingTouchdowns,passingYards,passingYardsAfterCatch,passingYardsAtCatch,passingYardsPerGame,totalOffensivePlays,totalPoints,totalPointsPerGame,totalTouchdowns,totalYards,totalYardsFromScrimmage,rushingAttempts,rushingBigPlays,rushingFirstDowns,rushingFumbles,rushingFumblesLost,rushingTouchdowns,rushingYards,rushingYardsPerGame,totalTackles,totalKickingPoints,totalTwoPointConvs,totalPenalties,totalPenaltyYards,totalDrives,team_number,team,year,totalGiveaways,totalTakeaways
515.0,40.0,163.0,9.0,4.0,3.301,17.0,3421.0,0.0,3421.0,213.813,1024.0,276.0,17.25,31.0,5494.0,0.0,481.0,11.0,118.0,8.0,5.0,13.0,2073.0,129.563,1035.0,90.0,0.0,108.0,895.0,0.0,30,JAX,2003,,
513.0,35.0,161.0,5.0,1.0,3.314,17.0,3315.0,0.0,3315.0,207.188,991.0,261.0,17.4,26.0,5165.0,0.0,446.0,9.0,88.0,5.0,2.0,9.0,1850.0,115.625,1019.0,93.0,4.0,109.0,940.0,0.0,30,JAX,2004,,
487.0,43.0,170.0,11.0,4.0,4.312,21.0,3352.0,0.0,3352.0,209.5,1021.0,361.0,22.563,42.0,5311.0,0.0,502.0,12.0,97.0,2.0,1.0,18.0,1959.0,122.438,992.0,107.0,1.0,121.0,1006.0,0.0,30,JAX,2005,,
446.0,39.0,147.0,2.0,1.0,3.812,17.0,3060.0,1474.0,1586.0,191.25,989.0,371.0,23.188,42.0,5601.0,0.0,513.0,14.0,127.0,8.0,3.0,23.0,2541.0,158.813,941.0,119.0,0.0,97.0,806.0,0.0,30,JAX,2006,,
469.0,44.0,180.0,5.0,3.0,5.97,28.0,3495.0,1313.0,2182.0,218.438,1022.0,411.0,25.688,50.0,5886.0,0.0,522.0,16.0,127.0,4.0,3.0,18.0,2391.0,149.438,951.0,109.0,1.0,76.0,594.0,0.0,30,JAX,2007,,
537.0,42.0,183.0,6.0,3.0,2.793,15.0,3620.0,1458.0,2162.0,226.25,1005.0,300.0,18.75,35.0,5394.0,0.0,426.0,11.0,107.0,5.0,2.0,17.0,1774.0,110.875,906.0,90.0,0.0,104.0,813.0,0.0,30,JAX,2008,,
519.0,44.0,170.0,9.0,5.0,2.89,15.0,3599.0,1202.0,2397.0,224.938,1010.0,290.0,18.125,34.0,5628.0,0.0,447.0,12.0,114.0,7.0,4.0,19.0,2029.0,126.813,1035.0,84.0,1.0,70.0,542.0,0.0,30,JAX,2009,,
469.0,47.0,161.0,6.0,2.0,5.544,26.0,3356.0,1494.0,1862.0,209.75,1019.0,353.0,22.063,41.0,5751.0,0.0,512.0,14.0,148.0,8.0,4.0,14.0,2395.0,149.688,988.0,107.0,0.0,83.0,675.0,0.0,30,JAX,2010,,
469.0,30.0,122.0,6.0,3.0,2.559,12.0,2510.0,1243.0,1267.0,156.875,1002.0,243.0,15.188,25.0,4480.0,0.0,489.0,10.0,103.0,13.0,3.0,9.0,1970.0,123.125,1031.0,93.0,0.0,77.0,680.0,0.0,30,JAX,2011,,
586.0,48.0,157.0,5.0,3.0,3.413,20.0,3746.0,1589.0,2157.0,234.125,994.0,255.0,15.938,26.0,5115.0,0.0,358.0,6.0,76.0,8.0,3.0,5.0,1369.0,85.563,1084.0,93.0,3.0,101.0,955.0,0.0,30,JAX,2012,,
592.0,44.0,176.0,3.0,0.0,2.703,16.0,3751.0,2149.0,1602.0,234.438,1020.0,243.0,15.188,25.0,5011.0,0.0,378.0,7.0,71.0,5.0,3.0,7.0,1260.0,78.75,1052.0,91.0,0.0,96.0,797.0,0.0,30,JAX,2013,,
557.0,43.0,154.0,5.0,1.0,2.693,15.0,3451.0,1842.0,1609.0,215.688,988.0,247.0,15.438,27.0,5084.0,0.0,360.0,15.0,86.0,6.0,4.0,9.0,1633.0,102.063,1139.0,83.0,1.0,73.0,573.0,0.0,30,JAX,2014,26.0,20.0
607.0,72.0,215.0,8.0,3.0,5.766,35.0,4428.0,1756.0,2672.0,276.75,1012.0,376.0,23.5,44.0,5901.0,0.0,354.0,8.0,69.0,9.0,4.0,5.0,1473.0,92.063,1075.0,110.0,1.0,105.0,880.0,0.0,30,JAX,2015,28.0,18.0
626.0,44.0,207.0,6.0,5.0,3.834,24.0,3925.0,1771.0,2154.0,245.313,1052.0,318.0,19.875,34.0,5556.0,0.0,392.0,7.0,75.0,9.0,5.0,8.0,1631.0,101.938,966.0,110.0,2.0,129.0,1178.0,0.0,30,JAX,2016,29.0,13.0
527.0,42.0,193.0,6.0,3.0,3.985,21.0,3716.0,1934.0,1782.0,232.25,1078.0,417.0,26.063,47.0,5978.0,0.0,527.0,13.0,101.0,9.0,3.0,18.0,2262.0,141.375,950.0,127.0,3.0,112.0,936.0,0.0,30,JAX,2017,23.0,33.0
536.0,41.0,164.0,10.0,5.0,2.799,15.0,3431.0,1812.0,1619.0,214.438,1005.0,245.0,15.313,25.0,5154.0,0.0,416.0,9.0,92.0,5.0,4.0,7.0,1723.0,107.688,951.0,91.0,0.0,121.0,1112.0,0.0,30,JAX,2018,29.0,17.0
589.0,53.0,183.0,13.0,7.0,4.075,24.0,4023.0,1957.0,2066.0,251.438,1020.0,300.0,18.75,29.0,5731.0,0.0,389.0,10.0,85.0,3.0,2.0,3.0,1708.0,106.75,1003.0,118.0,4.0,132.0,1165.0,0.0,30,JAX,2019,20.0,19.0
616.0,45.0,205.0,8.0,6.0,4.058,23.0,3955.0,1739.0,2216.0,247.188,997.0,277.0,17.313,33.0,5474.0,0.0,337.0,6.0,80.0,3.0,1.0,8.0,1519.0,94.938,1129.0,78.0,1.0,107.0,1071.0,0.0,30,JAX,2020,25.0,17.0
504.0,37.0,156.0,10.0,1.0,3.968,20.0,3102.0,0.0,3102.0,193.875,1058.0,333.0,20.813,32.0,5301.0,0.0,511.0,11.0,116.0,8.0,2.0,9.0,2199.0,137.438,639.0,135.0,2.0,95.0,730.0,0.0,33,BAL,2000,,
557.0,43.0,180.0,7.0,4.0,3.232,18.0,3595.0,0.0,3595.0,224.688,1080.0,303.0,18.938,31.0,5405.0,0.0,483.0,11.0,92.0,15.0,6.0,11.0,1810.0,113.125,1067.0,115.0,1.0,89.0,728.0,0.0,33,BAL,2001,,
479.0,40.0,145.0,9.0,5.0,4.175,20.0,3118.0,0.0,3118.0,194.875,947.0,316.0,21.067,36.0,4910.0,0.0,427.0,12.0,90.0,13.0,8.0,9.0,1792.0,112.0,1162.0,96.0,2.0,101.0,846.0,0.0,33,BAL,2002,,
415.0,34.0,121.0,10.0,5.0,3.855,16.0,2517.0,0.0,2517.0,157.313,1009.0,391.0,24.438,41.0,5191.0,0.0,552.0,19.0,115.0,21.0,12.0,18.0,2674.0,167.125,1083.0,137.0,4.0,126.0,970.0,0.0,33,BAL,2003,,
465.0,28.0,135.0,7.0,5.0,2.796,13.0,2559.0,0.0,2559.0,159.938,991.0,317.0,19.813,33.0,4622.0,0.0,491.0,8.0,103.0,7.0,3.0,11.0,2063.0,128.938,1120.0,117.0,1.0,94.0,894.0,0.0,33,BAL,2004,,
562.0,39.0,163.0,9.0,2.0,3.025,17.0,3381.0,0.0,3381.0,211.313,1056.0,265.0,16.563,25.0,4986.0,0.0,452.0,6.0,97.0,11.0,8.0,5.0,1605.0,100.313,1057.0,113.0,1.0,139.0,1067.0,0.0,33,BAL,2005,,
524.0,38.0,179.0,3.0,0.0,4.008,22.0,3535.0,1501.0,2034.0,220.938,1017.0,353.0,22.063,38.0,5172.0,0.0,476.0,6.0,86.0,12.0,5.0,11.0,1637.0,102.313,1004.0,121.0,0.0,109.0,878.0,0.0,33,BAL,2006,,
557.0,23.0,175.0,12.0,10.0,2.334,13.0,3308.0,1340.0,1968.0,206.75,1042.0,275.0,17.188,28.0,5105.0,0.0,446.0,7.0,96.0,10.0,7.0,11.0,1797.0,112.313,1086.0,107.0,0.0,107.0,873.0,0.0,33,BAL,2007,,
433.0,40.0,147.0,6.0,2.0,3.695,16.0,3085.0,1403.0,1682.0,192.813,1058.0,383.0,23.938,42.0,5461.0,0.0,592.0,11.0,132.0,11.0,3.0,20.0,2376.0,148.5,960.0,125.0,1.0,103.0,785.0,0.0,33,BAL,2008,,
510.0,44.0,187.0,6.0,2.0,4.118,21.0,3637.0,1563.0,2074.0,227.313,1014.0,391.0,24.438,47.0,5837.0,0.0,468.0,16.0,115.0,6.0,3.0,22.0,2200.0,137.5,1086.0,109.0,0.0,115.0,1094.0,0.0,33,BAL,2009,,
491.0,40.0,175.0,7.0,2.0,5.092,26.0,3629.0,1631.0,1998.0,226.813,1018.0,357.0,22.313,40.0,5460.0,0.0,487.0,7.0,97.0,6.0,5.0,11.0,1831.0,114.438,1049.0,117.0,0.0,90.0,673.0,0.0,33,BAL,2010,,
544.0,44.0,181.0,9.0,6.0,3.86,21.0,3629.0,1693.0,1936.0,226.813,1036.0,378.0,23.625,41.0,5625.0,0.0,459.0,13.0,98.0,6.0,4.0,15.0,1996.0,124.75,1012.0,130.0,1.0,92.0,742.0,0.0,33,BAL,2011,,
560.0,62.0,182.0,6.0,3.0,3.929,22.0,3996.0,1797.0,2199.0,249.75,1042.0,398.0,24.875,44.0,5897.0,0.0,444.0,10.0,98.0,4.0,1.0,17.0,1901.0,118.813,1157.0,132.0,1.0,121.0,1127.0,0.0,33,BAL,2012,,
619.0,45.0,189.0,8.0,2.0,3.069,19.0,3914.0,1857.0,2057.0,244.625,1090.0,320.0,20.0,29.0,5242.0,0.0,423.0,5.0,68.0,2.0,2.0,7.0,1328.0,83.0,1081.0,140.0,3.0,112.0,942.0,0.0,33,BAL,2013,,
554.0,50.0,194.0,2.0,0.0,4.874,27.0,3986.0,1674.0,2312.0,249.125,1021.0,409.0,25.563,46.0,6005.0,0.0,448.0,24.0,113.0,6.0,2.0,16.0,2019.0,126.188,1062.0,129.0,1.0,111.0,870.0,0.0,33,BAL,2014,20.0,22.0
676.0,54.0,211.0,2.0,2.0,3.107,21.0,4449.0,2057.0,2392.0,278.063,1083.0,328.0,20.5,33.0,5927.0,0.0,383.0,7.0,89.0,6.0,2.0,8.0,1478.0,92.375,983.0,128.0,1.0,122.0,1153.0,0.0,33,BAL,2015,28.0,14.0
679.0,40.0,205.0,4.0,2.0,2.946,20.0,4343.0,2004.0,2339.0,271.438,1079.0,343.0,21.438,32.0,5806.0,0.0,367.0,8.0,79.0,4.0,1.0,10.0,1463.0,91.438,996.0,141.0,4.0,125.0,1111.0,0.0,33,BAL,2016,23.0,28.0
567.0,29.0,168.0,4.0,0.0,3.527,20.0,3235.0,1445.0,1790.0,202.188,1054.0,395.0,24.688,42.0,5091.0,0.0,460.0,8.0,111.0,5.0,3.0,14.0,1856.0,116.0,980.0,141.0,1.0,91.0,749.0,0.0,33,BAL,2017,17.0,34.0
556.0,43.0,184.0,4.0,3.0,3.237,18.0,3708.0,1534.0,2174.0,231.75,1135.0,389.0,24.313,41.0,6149.0,0.0,547.0,14.0,153.0,16.0,6.0,19.0,2441.0,152.563,928.0,141.0,1.0,116.0,940.0,0.0,33,BAL,2018,20.0,17.0
440.0,44.0,171.0,0.0,0.0,8.409,37.0,3350.0,1508.0,1842.0,209.375,1064.0,529.0,33.063,64.0,6646.0,0.0,596.0,23.0,188.0,12.0,5.0,21.0,3296.0,206.0,896.0,141.0,2.0,109.0,867.0,0.0,33,BAL,2019,15.0,25.0
406.0,38.0,142.0,5.0,2.0,6.65,27.0,2919.0,1322.0,1597.0,182.438,993.0,468.0,29.25,55.0,5990.0,0.0,555.0,31.0,166.0,11.0,5.0,24.0,3071.0,191.938,1029.0,130.0,2.0,104.0,961.0,0.0,33,BAL,2020,18.0,22.0
447.0,32.0,119.0,8.0,3.0,2.461,11.0,2636.0,0.0,2636.0,164.75,947.0,211.0,13.188,22.0,3983.0,0.0,424.0,4.0,59.0,17.0,6.0,6.0,1347.0,84.188,1114.0,71.0,2.0,136.0,1011.0,0.0,34,HOU,2002,,
439.0,32.0,127.0,5.0,0.0,3.189,14.0,2841.0,0.0,2841.0,177.563,896.0,255.0,17.0,29.0,4492.0,0.0,421.0,6.0,86.0,8.0,5.0,14.0,1651.0,103.188,1162.0,81.0,0.0,121.0,961.0,0.0,34,HOU,2003,,
471.0,47.0,174.0,5.0,2.0,3.397,16.0,3547.0,0.0,3547.0,221.688,1001.0,309.0,19.313,37.0,5429.0,0.0,481.0,7.0,103.0,9.0,4.0,16.0,1882.0,117.625,1069.0,85.0,1.0,106.0,928.0,0.0,34,HOU,2004,,
449.0,21.0,142.0,14.0,6.0,3.341,15.0,2661.0,0.0,2661.0,166.313,954.0,260.0,16.25,26.0,4477.0,0.0,437.0,5.0,89.0,6.0,3.0,9.0,1816.0,113.5,1144.0,102.0,1.0,106.0,854.0,0.0,34,HOU,2005,,
481.0,29.0,156.0,11.0,5.0,2.911,14.0,3032.0,1638.0,1394.0,189.5,955.0,267.0,16.688,30.0,4719.0,0.0,431.0,7.0,106.0,9.0,3.0,13.0,1687.0,105.438,1078.0,83.0,2.0,90.0,761.0,0.0,34,HOU,2006,,
529.0,40.0,190.0,9.0,5.0,4.537,24.0,3925.0,1355.0,2570.0,245.313,968.0,379.0,23.688,43.0,5511.0,0.0,417.0,7.0,96.0,4.0,2.0,12.0,1586.0,99.125,1110.0,115.0,3.0,82.0,636.0,0.0,34,HOU,2007,,
555.0,60.0,210.0,9.0,5.0,3.784,21.0,4474.0,2046.0,2428.0,279.625,1019.0,366.0,22.875,40.0,6320.0,0.0,432.0,13.0,106.0,9.0,2.0,16.0,1846.0,115.375,1059.0,124.0,1.0,80.0,664.0,0.0,34,HOU,2008,,
593.0,63.0,231.0,1.0,1.0,4.89,29.0,4803.0,1740.0,3063.0,300.188,1043.0,388.0,24.25,46.0,6278.0,0.0,425.0,4.0,93.0,11.0,6.0,13.0,1475.0,92.188,1066.0,106.0,1.0,95.0,833.0,0.0,34,HOU,2009,,
574.0,59.0,222.0,7.0,3.0,4.181,24.0,4370.0,2028.0,2342.0,273.125,1029.0,390.0,24.375,44.0,6412.0,0.0,423.0,16.0,118.0,5.0,2.0,20.0,2042.0,127.625,1135.0,124.0,1.0,90.0,690.0,0.0,34,HOU,2010,,
467.0,55.0,176.0,7.0,5.0,4.283,20.0,3696.0,1840.0,1856.0,231.0,1046.0,381.0,23.813,41.0,6144.0,0.0,546.0,13.0,131.0,10.0,5.0,18.0,2448.0,153.0,919.0,135.0,0.0,99.0,852.0,0.0,34,HOU,2011,,
554.0,46.0,205.0,4.0,0.0,3.971,22.0,4046.0,1876.0,2170.0,252.875,1090.0,416.0,26.0,46.0,6169.0,0.0,508.0,15.0,114.0,5.0,3.0,19.0,2123.0,132.688,972.0,138.0,0.0,108.0,873.0,0.0,34,HOU,2012,,
633.0,53.0,198.0,8.0,2.0,3.002,19.0,4183.0,1691.0,2492.0,261.438,1089.0,276.0,17.25,28.0,5926.0,0.0,414.0,7.0,90.0,5.0,3.0,7.0,1743.0,108.938,986.0,104.0,1.0,112.0,1138.0,0.0,34,HOU,2013,,
485.0,49.0,171.0,4.0,2.0,4.536,22.0,3460.0,1413.0,2047.0,216.25,1062.0,372.0,23.25,40.0,5621.0,0.0,551.0,11.0,108.0,6.0,3.0,12.0,2161.0,135.063,1082.0,130.0,0.0,94.0,834.0,0.0,34,HOU,2014,22.0,34.0
619.0,46.0,210.0,9.0,4.0,4.685,29.0,4079.0,1255.0,2824.0,254.938,1127.0,339.0,21.188,39.0,5810.0,0.0,472.0,7.0,90.0,5.0,2.0,7.0,1731.0,108.188,1030.0,101.0,2.0,107.0,910.0,0.0,34,HOU,2015,20.0,25.0
583.0,34.0,173.0,4.0,2.0,2.573,15.0,3418.0,1216.0,2202.0,213.625,1071.0,277.0,17.313,25.0,5277.0,0.0,456.0,10.0,102.0,8.0,2.0,8.0,1859.0,116.188,1004.0,127.0,0.0,87.0,868.0,0.0,34,HOU,2016,24.0,17.0
525.0,53.0,180.0,15.0,9.0,5.333,28.0,3644.0,1333.0,2311.0,227.75,1027.0,336.0,21.0,40.0,5486.0,0.0,448.0,6.0,86.0,4.0,1.0,8.0,1842.0,115.125,1040.0,92.0,2.0,124.0,1050.0,0.0,34,HOU,2017,28.0,16.0
506.0,51.0,202.0,6.0,2.0,5.138,26.0,4165.0,1708.0,2457.0,260.313,1040.0,402.0,25.125,42.0,6186.0,0.0,472.0,8.0,94.0,4.0,1.0,12.0,2021.0,126.313,1024.0,150.0,0.0,105.0,787.0,0.0,34,HOU,2018,16.0,29.0
534.0,51.0,203.0,4.0,2.0,5.056,27.0,4083.0,1825.0,2258.0,255.188,1017.0,378.0,23.625,46.0,6092.0,0.0,434.0,13.0,112.0,11.0,4.0,17.0,2009.0,125.563,1046.0,100.0,1.0,111.0,892.0,0.0,34,HOU,2019,22.0,22.0
546.0,70.0,222.0,4.0,2.0,6.044,33.0,4843.0,1995.0,2848.0,302.688,940.0,384.0,24.0,44.0,6309.0,0.0,344.0,5.0,83.0,7.0,4.0,10.0,1466.0,91.625,1148.0,118.0,1.0,80.0,619.0,0.0,34,HOU,2020,18.0,9.0
